FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
3011362734,"Fourth Street Barbeque, Inc.",Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Charleroi,Pennsylvania,United States,2017-06-07,Product has the potential to be contaminated with Listeria monocytogenes.,Listeria,"Pick 5 Chicken & Waffle Sandwich; Mix & Match, Keep Frozen; Net Wt. 14.4 oz.; Distributed by:  Save-A-Lot Food Stores, Ltd., Earth City, MO 63045; UPC: 051933353664",77226,Class II,155505
3007647768,"Still Riding Foods, LLC",Food/Cosmetics,Class II,Terminated,"US: CA
CO
CT
DC
DE
FL
IA
ID
IL
MA
MD
MI
MO
NC
NJ
NV
NY
OH
OR
PA
RI
SC
TX
VA",No,Bloomfield,Connecticut,United States,2017-06-07,C. botulinum hazard in vacuum packaged pizza crust.,Others,"STILL RIDING FOODS GLUTEN FREE PIZZA CRUST; Sold in the following package sizes: 36/9"" NET WT 15lbs (6.80kg); 12/12"" NET WT 10lbs (5.44kg); 24/12"" NET WT 27lbs (12.25kg); 18/9"" NET WT 7lbs (3.18kg)",77076,Class II,155008
1212179,Krisppee Products Co.,Food/Cosmetics,Class I,Terminated,RI and MA,No,Riverside,Rhode Island,United States,2017-06-06,Product contains undeclared milk.,Undeclared,"KRISPPE CLAM-FRY-MIX NET WEIGHT 5 lbs., 25 lbs., 50 lbs.",77123,Class I,154995
3000210251,Hilo Fish Company Inc,Food/Cosmetics,Class I,Terminated,"CA, , TX,",No,Hilo,Hawaii,United States,2017-06-05,Independent lab testing found positive results for Hepatitis A in tuna products.,Others,"Frozen Yellowfin tuna cubes, random;
Individually vacuum packed;  
15 lb. case.  
Product of the Philippines;
Brand - Krimson Product;
UPC  10664183002946
Ingredient: - Frozen Tuna and tasteless smoke - to promote color retention.

Imported by Hilo Fish Company Inc., Honolulu, HI.",77318,Class I,155694
1521547,Trophy Nut Co Inc,Food/Cosmetics,Class II,Terminated,Product was sent to one manufacturer in MI,No,Tipp City,Ohio,United States,2017-06-05,The firm stated that the product contains undeclared allergens.,Undeclared,"Honey Bourbon Pecans Net Wt. 20 lb. (9.088g) Mfg. By: Trophy Nut Co. Tipp City, OH 45371",77213,Class II,155450
3001670131,California Sun Dry Foods,Food/Cosmetics,Class I,Terminated,"US distribution only.  KS, MD, PA, CA, WA, MO, NC, SC, ME, NY, CO, OH, KY, TN, VA, IN, GA, OR, AZ,UT, WI, TX, MA.",No,Danville,California,United States,2017-06-02,Firm employee noticed that incorrect back label was attached to Sun-Dried Tomato Pesto and therefore did not declare the allergens of almonds and milk..,Undeclared,"California  Sun Dry Sun Dried Tomato Pesto;
NET WT. 8.5 oz. (241g) glass jar;

Ingredients (incorrect) Garlic, Canola oil, sundried tomatoes (preserved with sulfating agents)  water, sola oil, spices, onion, salt, citric acid,, soy lecithin. Partially processed with Genetic Engineering.

UPC 7 38203 10911 3

California Sun Dry Foods, Danville, California.
Product of the USA.",77376,Class I,155860
1035302,"The Father's Table, LLC",Food/Cosmetics,Class III,Ongoing,Distributed in Florida and Georgia,No,Sanford,Florida,United States,2017-06-02,Cheesecake has incorrect rear label.  The rear label is for Pumpkin Swirl Cheesecake which lacks peanut allergen declaration.,Undeclared,"Denali ""Original"" Moose Tracks Cheesecake, Net Wt. 18 oz (510g).  Black plastic base with clear plastic dome.  Back label includes nutrition labeling for Pumpkin Swirl Cheesecake.  Manufactured by The Father's Table, LLC",77225,Class III,155507
3001859105,"La Nica Products,  Inc.",Food/Cosmetics,Class I,Terminated,CA,No,Miami,Florida,United States,2017-06-01,Contamination with Listeria monocytogenes.,Listeria,"Queso Hondureno, Queso Duro Blando - Honduran Cheese, Dry Hard Cheese; 1 lb 454 g",77222,Class I,155475
3011988868,"MusclMasster, LLC",Food/Cosmetics,Class I,Terminated,"Distributed to CO,WY,SC,WA.  No foreign or govt/VA/military consignees.",No,Wheat Ridge,Colorado,United States,2017-06-01,"MusclMasster, LLC is recalling all bottles of Al-Er-G Capsules because they contain the presence of Ephedra Herb, an FDA banned ingredient.",Others,"The Green Herb 100% Natural AL-ER-G, 60 and 150 Capsules, Dietary supplement, This item is packed in a white bottle with a white cap.  Each bottle contains 60 or 150 capsules, each capsule is 180 mg of ephedra herb in a 650 mg capsule. Batch#1892; product# 314.",77358,Class I,155836
1810526,"Tyson Foods, inc.",Food/Cosmetics,Class II,Terminated,"Domestic only: FL,GA, IA, IL, KY, TX, MI, MN, NJ,  OH,  PA, 
SC, TX, VA, WI",No,Traverse City,Michigan,United States,2017-06-01,"The firm is voluntarily recalling multiple lots of frozen Chef Pierre 10 Spinach Quiche,  Chef Pierre 6/10 Frozen Quiche, and Sara Lee CP Quiche 10 Spinach following an ingredient supplier's recall due to Listeria monocytogenes.",Listeria,"Chef Pierre 10 Spinach Quiche, and 6/10 Frozen Quiche, 38 oz. packed in a paper carton, keep frozen",77274,Class II,155593
3003068071,"New Mexico Food Distributors, Incorporated",Food/Cosmetics,Class I,Terminated,Artic Cascade and DOT Foods.  No VA/govt/military or foreign consignees.,No,Las Cruces,New Mexico,United States,2017-05-26,"Green Chile Concepts, LLC is voluntarily recalling certain Green Chile Food Company brand burritos sold frozen, refrigerated and/or served hot in certain convenience stores, vending machines, and retail locations because they may have the potential to be contaminated with Listeria monocytogenes.",Listeria,"Bean & Cheddar with Salsa, FIRE ROASTED Corn & Red Bell Pepper Burrito.  MILD, Net WT 7oz, Item # 886, Case UPC 833425001464, Item UPC 8 33425 00336 9. Packaged in Paper Wrap sealed with Item Label, 12 units per case.  Frozen or refrigerated.",77302,Class I,155657
1000126298,Trident Seafoods Corp - Island Enterprise M/V,Food/Cosmetics,Class II,Terminated,"distributed in AK, AL, AZ, CA, CO, IA, ID, IL, KS, LA, MA, MI, MN, MO, MS, NE, NJ, OH, OR, PA, SC, TN, TX, VT, WA, and WI.",No,Seattle,Washington,United States,2017-05-26,"Multi-Grain Alaskan Cod, Frozen product,  retail 12 oz. packages are recalled because they may contain small pieces of plastic.",Others,"Trident Item # 421048, Multi-Grain Alaskan Cod, Frozen, RETAIL packages, Net wt. 12 oz. UPC 0 28029 21048 4

The retail label is read in parts: ""***Trident SEAFOODS***Multi-Grain Alaskan Cod***NET WT. 12 OZ.***"".

The retail case label is read in parts: ""***Trident SEAFOODS***10 Grain Breaded Alaskan Cod***ITEM: 421048***12-12 oz. Cartons***NET WT. 9 lb.***KEEP FROZEN***"".

",77246,Class II,155548
3006781220,"Tropic Fish Hawaii, LLC",Food/Cosmetics,Class I,Terminated,Island of Oahu,No,Honolulu,Hawaii,United States,2017-05-25,Frozen raw tuna cubes from Indonesia tested positive for hepatitis A.,Others,"Yellowfin Tuna Hilo Cubes, Random cut.
15 lb. cases. (1 x 15 lb. bags per case)
Brand name: Reel Fresh
UPC: 664183001454
Ingredients: Frozen tuna and carbon monoxide (to promote color retention).
Product of Indonesia, Wild Caught",77184,Class I,155231
3001236942,U-Can Food Trading Inc,Food/Cosmetics,Class II,Terminated,"US:  4 in Texas, 1 in Nevada, 1 in Washington, 22 in California",No,Los Angeles,California,United States,2017-05-25,U Can Food Trading is recalling Sugar Crackers because they may contain undeclared soy.,Undeclared,"Sugar Crackers 400g (14.1oz) x 12 packets per carton/case, UPC 9556184 500023",77233,Class II,155519
3010398753,"Phoenix Food, LLC",Food/Cosmetics,Class I,Terminated,"CO, WA, TX, SC, PA, NY, WI, VA, CA, MO, KS, IN, AR, AL, SD, OH, Canada, GA, MA, MN, TN, IA, MI, MS, IL",No,Canton,Texas,United States,2017-05-24,Possible Salmonella contamination.,Salmonella,"Dip Trio Mix Homemade Gourmet Dip Mix Net Wt. 2.9 oz.  Distributed by: Phoenix Food, LLC. Canton, TX 75103 www.homemadegourmet.com",77142,Class I,155021
3011777435,Italian Gluten Free Foods CL,Food/Cosmetics,Class I,Terminated,"MA, CT, NY, NJ, VA, DE, MD, P A, TX",No,Merrick,New York,United States,2017-05-24,Product contains undeclared eggs,Undeclared,"Chef Luca's Italian Gluten Free Foods Lasagna Al Forno Baked Cheese Lasagna, 15 oz . frozen
UPC Code: 85573103116",77298,Class I,155644
1000124361,U S Deer Antlers Export & Import,Food/Cosmetics,Class I,Terminated,"US: CA, TX, NC, NY, VA, HI, GA, WA, IL, PA, OK, MO, MD, NJ.

Korea.",No,Los Angeles,California,United States,2017-05-24,US Deer Antler Export and Import is recalling a variety of Herbal Teas because they may be contaminated with Clostridium botulinum,Others,"Herbal Tea Variety 120 ml/pouch, 40 pouches/case",77173,Class I,155158
3011672178,Lords Organics LLC,Food/Cosmetics,Class I,Terminated,US: Nationwide,Yes,Burbank,California,United States,2017-05-24,Lord Organics is recalling ginger powder because it has the potential to be contaminated with Salmonella.,Salmonella,"Organic Veda brand Ginger Powder, 24 jars, Net Wt. 16 oz. (454 grams)",77151,Class I,155037
1000117125,RB Manufacturing LLC,Food/Cosmetics,Class III,Terminated,"Nationwide.  States included are CA, TX, MO, HI, NV, WA, AZ, CO.  No foreign or VA/govt/military consignees.",Yes,Salt Lake City,Utah,United States,2017-05-24,RB Manufacturing is recalling Move Free Advance Tablets due to incorrect packaging.,Others,"Schiff Move Free Advanced Plus MSM & Vitamin D3 with Glucosamine + Chondroitin, 80 Coated Tablets, Dietary Supplement, Product item number: 20525-11873",77231,Class III,155515
3010726610,SK Food Group Groveport,Food/Cosmetics,Class I,Terminated,"Product was shipped to the following states: CA, OH, NJ & NY.",No,Groveport,Ohio,United States,2017-05-19,The product may be contaminated with Listeria monocytogenes.,Listeria,"Slow Roasted Ham & Swiss Breakfast Sandwich, Fully Cooked/Keep Frozen/Perishable Net Wt 5.6 oz (159 g) MANUFACTURED EXCLUSIVELY FOR STARBUCKS COFFEE COMPANY SEATTLE, WA 98134 UPC 7 62111 10495 1",77180,Class I,155219
2023115,"Fuji Natural Foods, Inc.",Food/Cosmetics,Class II,Terminated,US,No,Ontario,California,United States,2017-05-19,"Fuji Natural Foods, Inc. is voluntarily recalling all Mung Bean Sprout products because they may contain a foreign object.",Others,"Bean Sprout 10 lbs. bag, 10lb box, 12/12oz, 20/15oz, 24/1.5 lbs., 5lbs. bag, 3lb tray",77174,Class II,155165
2022908,Herbalife International Of America Inc,Food/Cosmetics,Class III,Terminated,nationwide in US,Yes,Torrance,California,United States,2017-05-17,Herbalife is recalling Protein Bar-Peanut Butter because it may contain a trace amount of fish gelatin.,Others,"Protein Bar 14 bars/box, Net Wt. 19.74oz (560g)

Each shipping carton contains 12 boxes",77179,Class III,155208
3006774787,"Moondance Heavenly Desserts, LLC",Food/Cosmetics,Class II,Terminated,"Product was shipped to the following states: CA, FL, GA, IN, MI, NJ, OH, RI & PA.",No,Cincinnati,Ohio,United States,2017-05-16,undeclared milk,Undeclared,Moondance desserts gluten free Chocolate Chip Cookie Bar 12 oz (340g)  UPC 36211 68096 9,77041,Class II,154860
3005047306,Oberlander Baking Co,Food/Cosmetics,Class I,Terminated,"CA, FL , MD, IL, NJ and NY",No,Belleville,New Jersey,United States,2017-05-12,"Oberlander Gluten Free Brand Chocolate Kokosh Cake
chocolate filled cake may contain undeclared almond.",Undeclared,"Oberlander Bakery Gluten Free Brand Chocolate Kokosh Cake Net Wt. 16 oz.
Manufactured by: Orthodox Baking Co. Inc. Belleville, NJ 07109, UPC 43711 18093 7",76960,Class I,154695
2910603,Del Mar Food Products Corp.,Food/Cosmetics,Class I,Terminated,Four customers in CA and MI,No,Watsonville,California,United States,2017-05-12,Firm was notified by customer of a positive Listeria Monocytogenes result during routine testing upon receipt of IQF frozen chopped spinach supplied by Del Mar Food Products.,Listeria,"I.Q.F Chopped Spinach, Del Mar Foods Product Corp;
35 lb.  Net Weight.
brown case fiber with polyliner

Del Mar Food Products; Watsonville, CA 95077",77149,Class I,155035
3013457121,Our Local Bounty,Food/Cosmetics,Class I,Terminated,distributed in Colorado and Oregon,No,Rogue River,Oregon,United States,2017-05-10,The Organic Basil Pesto with Watercress is recalled because it has the potential to be contaminated with Listeria monocytogenes.,Listeria,"Farming Fish brand Organic Basil Pesto with Watercress, was packaged in 8.5 oz. plastic deli containers. UPC 7 23175 33586 8.

The label is read in parts: ""***100% Organic Basil Pesto with Watercress *** 8.5oz***Ingredients: ALL ORGANIC Basil, Watercress, Sunflower Seed Oil, Sunflower Seeds, Garlic, Lemon Juice, Sea Salt***The Farming Fish*** Rogue River, Oregon****"".",77130,Class I,155011
3013002883,"Vertical Pharmaceuticals, Inc.",Food/Cosmetics,Class II,Terminated,"AL, AR, AZ, CA, CO, FL, GA, IL, LA, MA, MO, MS, NC, NJ, NY, OH,OK, PA, SC, TX and VA",No,Bridgewater,New Jersey,United States,2017-05-10,"One (1) lot (21511158) of the OB Complete DHA is being recalled because the label claim for ""Omega-3 Fatty Acids"" does not match the actual formulation.",Others,"Vertical Pharmaceuticals OB Complete with DHA Prenatal Multivitamin, 60 softgels Rx Only, Manufactured for: Vertical Pharmaceuticals, LLC Sayreville, NJ 08872 UPC 368025049603
",77059,Class II,154896
3012513709,Jusuru International,Food/Cosmetics,Class II,Terminated,"Nationwide, Canada, and Japan. No govt/VA/military consignees.",Yes,Anaheim,California,United States,2017-05-08,Jusuru International is recalling Stromaderm Age-Defying Serum because the product may contain microorganisms that may present a potential health hazard.,Others,"Stromaderm Age-Defying Serum, 1 fluid ounce jar, item number: 400600.  Packaged in Glass jar with glass dropper in a unit carton.  Sold as individual units, Distributed by: Jusuru International, Inc., Anaheim, CA",77054,Class II,154885
3000205548,"Farmo Foods, Inc.",Food/Cosmetics,Class II,Terminated,One customer in Oregon,No,Berkeley,California,United States,2017-05-08,Belfiore Cheese was notified by their direct account that cheese received had noticeable metal fragments in the product.,Others,"Fresh Mozzarella;
No brand name. Shipped in 30 lb. plastic bucket",76984,Class II,154760
3012884828,Rosa Foods HQ,Food/Cosmetics,Class I,Terminated,US,No,Los Angeles,California,United States,2017-05-05,Rosa Foods is recalling Soylent Bar because it may contain undeclared milk (whey).,Undeclared,"Soylent 1.8 Powder , 7 x 15oz pouches, SKU: 1WK-V108",77093,Class I,154963
3002644787,Unisea Inc.,Food/Cosmetics,Class II,Terminated,"distributed in CA, OR, PA, and WA.",No,Redmond,Washington,United States,2017-05-05,"Shrimp Burgers are recalled because the Ingredients statement declared butter, shrimp, cod, and/or Pollock but the Contains statement declared only fish & shellfish.",Undeclared,"Frozen Wild Shrimp Burgers, Wild Grill Foods brand, net wt. 12 oz. Each package contains 4/ 3 oz. pieces.  UPC 8 94067 00248 6.

The 12 oz. package label is read in parts: ""***SHRIMP BURGERS***WILD GRILL***Net WT WT. 12 OZ.***Distributed by Wild Grill Foods***INGREDIENTS: Shrimp, Cod and or Pollock, Butter, Gluten Free Panko (Rice Flour, Xanthan Gum, Evaporated Cane Sugar, Yeast, Sea Salt, Ascorbic Acid), Scallions, Contains 2% or less of Shallots, Garlic, Parsley, Spices, Sea Salt***CONTAINS: Fish, Shellfish***"".

The master case's label is read in parts: ""***Item #44100***Contains: 12/ 4x3 oz. Units Distributed By: Wild Grill Foods PO Box 21301 Eugene, OR 97402***Perishable. Keep Frozen at 0F***"".",77158,Class II,155076
3023588,"GAS LLC, LLC - Golden Alaska M/V",Food/Cosmetics,Class II,Terminated,"Distributed in MA and the following countries: Denmark, Germany, Japan, and The Netherlands.",No,Seattle,Washington,United States,2017-05-05,Frozen Pollock fillet block is recalled because one customer has found metal fragments in fillet block.,Others,"Pollock Fillet is frozen block, packed in waxed coated fiber block liners.  Each frozen block weighs 7.45 KG.  There are 3 blocks packaged in a fiber master carton that has a poly box liner.

The master case is a brown carton with blue print that has the brand ""Alaska Brands"" on the case and has a poly liner.

This product was to be reprocessed and there are no UPC codes.

Grades PBO A, PBO X, PBO XL, PBO L, and MN PBO A.",76908,Class II,154549
3010509622,"Pinnacle Foods, LLC",Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Parsippany,New Jersey,United States,2017-05-05,Glass fragments were found in Great Value Bread and Butter Chips.,Others,"Great Value Bread and Butter Chips 24 Fl Oz. 
Distributed by: Wal-Mart Stores, Inc., Bentonville, AR 72716
UPC 078742145990",76925,Class II,154576
3012987397,BEYOND MEAT,Food/Cosmetics,Class I,Terminated,"CA, FL, MO, IL",No,El Segundo,California,United States,2017-05-04,Undeclared peanuts,Undeclared,"Beyond Beef Feisty Crumble Vegan Gluten-free Non-GMO Weight: 10 lbs. (2) 5 lb. bags UPC: 10852629004412 KEEP FROZEN 111 Main Street El Segundo, CA 90245 866-756-4112 customer@beyondmeat.com www.beyondmeat.com; Beyond Meat Beyond Beef Crumbles Feisty Net WT 11oz (312g) KEEP FROZEN Plant Based Protein Crumbles UPC: 852629004132",77017,Class I,154827
3011298354,Aroma Imports Inc,Food/Cosmetics,Class I,Terminated,"Illinois, Michigan, Ohio, Virginia, and New Jersey",No,Dearborn Heights,Michigan,United States,2017-05-04,Elevated lead levels in product,Others,"Nabelsi Thyme (also known on invoices as Zatar)
450g retail (24 packages per wholesale case) 
4.5kg retail (2 bags per wholesale case)
Cardboard box wholesale case, retail packages flexible plastic",76993,Class I,154786
1000275570,Quaker Oats Co,Food/Cosmetics,Class II,Completed,"FL, NY, WA, VA, MS, AR, NC, IL",No,Purchase,New York,United States,2017-05-03,"One lot of Tropicana orange juice, may have small plastic fragments.",Others,"Tropicana 100% JUICE, orange juice From Concentrate with Other Natural Flavors, 24-10 FL OZ (296 mL) BOTTLES, (TOTAL 240 FL OZ (1.8 GAL) 7L), UPC 48500 75823, Tropicana Manufacturing Company, Inc., Bradenton, Florida 34206 USA",77028,Class II,154845
1461414,"Global Marketing Enterprises, Inc.",Food/Cosmetics,Class II,Terminated,"IL, MI, KY, IN, WI",No,Chicago,Illinois,United States,2017-05-03,Product label for frozen shrimp does not declare the presence of sulfites.,Undeclared,"40/50 ct/kg (21/25 ct/lb) Farm Raised Head-On Shrimps, Keep Frozen, Must be fully cooked before serving.  1.02 kg, 2.24 lb.  Packed by:  Global Marketing Ent Inc, Chicago, IL 60616",76827,Class II,154357
3007553336,"La Granja, Inc.",Food/Cosmetics,Class I,Terminated,"AL, GA, NC and SC.",No,Doraville,Georgia,United States,2017-05-02,Possible Salmonella Enteritidis contamination.,Salmonella,"Hand Crafted, LG Paleteria, La Granja, Mango Flavored Ice cream, Wt. 4 oz., in clear flexible plastic wrap.",77058,Class I,154895
3007966176,Ton Shen Health Inc,Food/Cosmetics,Class I,Terminated,IL,No,Westmont,Illinois,United States,2017-05-02,Product potentially contaminated with lead.,Others,"Life Rising Formulas SHT Chest Relief, 54 Capsules; Manufactured for: Nature's Health (USA) Chicago, IL 60616",76913,Class I,154552
3012153349,SIGMA FOODS INC,Food/Cosmetics,Class I,Terminated,CA,No,Houston,Texas,United States,2017-04-27,Sigma Foods is recalling Bean and Cheese Burritos because it may be contaminated with Listeria monocytogenes.,Listeria,"Menu Del Sol Beans and Cheese Burritos, UPC 45230-05601, 8 units/case, 32oz (2lb)",76904,Class I,154534
3012501275,Armada Nutrition,Food/Cosmetics,Class II,Terminated,"CO, NJ, England, South Africa,",No,Spring Hill,Tennessee,United States,2017-04-27,A raw material initially failed testing Staphylococcus aureus. A retest was conducted with passing results but an out of specification investigation was not properly conducted leaving concern that the finished product could contain the bacterium.,Others,"MYPROTEIN, MYPRE V2(TM) Net Wt. 17.6 Oz (1.1 lb) /500g,  Blue Raspberry, preworkout, 500g, THE HUT GROUP(R), 1350 Cedar Grove Park, Shepherdsville, KY, UPC 5 065104 570111",76825,Class II,154347
3008974123,Pastry Food Products Inc.,Food/Cosmetics,Class II,Terminated,Distributed locally in Puerto Rico only.,No,San Juan,Puerto Rico,United States,2017-04-27,Wheat is not declared as part of the list of ingredients.,Undeclared,"Trigal Sorullitos de Maiz (Corn Sticks), Peso Neto (Net Weight) 10oz (283.5g), Manufacturado Por: Pastry Foods, Inc., Calle Elver #932, 1 Ext. Country Club, Rio Piedras, PR",76857,Class II,154410
3010085621,"SUPERMERCADOS ECONO, INC.",Food/Cosmetics,Class II,Terminated,Puerto Rico only.,No,Carolina,Puerto Rico,United States,2017-04-27,Product in principal display panel identified as Octopus and real content is squid.,Others,"Econo, Estilo Pulpo al Ajillo, Octopus Style with Garlic Flavor, Net Wt. 4oz (115g)",76907,Class II,154539
3007967328,Henry Broch & Company,Food/Cosmetics,Class I,Terminated,NJ and TX,No,Gurnee,Illinois,United States,2017-04-26,Potential contamination of product with Salmonella.,Salmonella,"JAP001 Jalapeno Powder, 44 lbs., cardboard carton with internal polybag",77010,Class I,154825
3004916218,Valley Bakery Wholesalers Inc,Food/Cosmetics,Class I,Terminated,Product distributed to northwest Iowa and southeast South Dakota,No,Rock Valley,Iowa,United States,2017-04-26,Bakery products which contain an ingredient which contain egg do not declare egg on the label,Undeclared,"Raisin Bread, Valley Bakery, Rock Valley, IA, 1 count. UPC 290104404006, packaged in clear plastic bags",76764,Class I,154126
3004293599,"Malgor & Co., Inc.",Food/Cosmetics,Class II,Terminated,Puerto Rico only,No,Catano,Puerto Rico,United States,2017-04-25,"The product is labeled as Octopus on its label display, while ingredients list Dosidicus Gigas, which is a scientific definition for Jumbo Squid.   The firm was informed of this issue by FDA, and voluntarily decided to recall the product, because it appears to be misbranded.",Others,"Cedeira Octopus in Oil Spiced Piquant, Net Weight 4.4oz (125g)",76823,Class II,154318
1832604,"Deutsch Kase Haus, LLC",Food/Cosmetics,Class I,Terminated,"IL, OH, WI, NV, AL, AZ, PA, TN, MI, MN, and IN",No,Middlebury,Indiana,United States,2017-04-24,Potential Listeria monocytogenes contamination.,Listeria,"Colby cheese.
All affected product private labeled for other companies.   
Brands:
Guggisberg;
Dutch Farms;
Meijer;
Amish Classics;
Lipari Old Tyme;
Laubscher;
Walnut Creek;
Copperwood;
Dietz & Watson;
Banquet;

Product packaged as:
6lb deli horns (4 diameter x 13 long cylinder) 2 or 4 per case;
15lb long horns (6 diameter x 13 long cylinder) 2 or 4 per case;
1lb Cut and Wrap ( 4 or 6 diameter x 1 thick  pucks) 10 per case
39 slicer  4 diameter x 39 long cylinder (single per case)

Products package in clear plastic bags. Bags sealed by vacuum sealing and shrink wrapping. 
",76426,Class I,153195
1520131,Guggisberg Cheese Inc,Food/Cosmetics,Class I,Terminated,"Product was shipped to the following states: AL, AZ, GA, IL, IN, KY, MD, MI, NV, OH, PA, WI & WV.",No,Millersburg,Ohio,United States,2017-04-21,The firm was notified that the product may contain Listeria monocytogenes.,Listeria,"Amish Creamery Butter Cheese Sold under the following brand names: Amish Classic 6 lb & 15 ib and Guggisberg 15 ib Distributed by: Guggisberg Cheese, 5060 S.R. 557, Millersburg, OH 44654",76469,Class I,153283
3010642487,TP Food Processing Inc.,Food/Cosmetics,Class II,Terminated,CA,No,Westminster,California,United States,2017-04-21,"TP Food Processing, Inc. is recalling Lemongrass Satay and Shrimp Satay because the acidified sauces were not properly produced making them susceptible to contamination with Clostridium botulinum.",Others,"Lemongrass Satay, Net: 9oz (265gr), 12units/case and 1/2 gallon, 6 units/case",77040,Class II,154858
3000120210,ConAgra Foods Inc,Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Omaha,Nebraska,United States,2017-04-21,Potential Salmonella contamination of spice packet within chili kits.,Salmonella,"Premium Hunt's Chili Kit, Total NET WT 44.8 OZ (2.80 LB) 1.27kg;  Directions:  1) Cook and stir meat in saucepan over medium-high 7 minutes or until done; drain. 2) Stir in all remaining ingredients; simmer 10 minutes, stirring occasionally.  Con Agra Foods, P.O BOX 3768, Dept. Hunts, Omaha, NE 68103-0768 USA",76906,Class II,154537
3002717521,"Gourmet Classic Salads, Inc.",Food/Cosmetics,Class I,Ongoing,Throughout Florida,No,Lake Wales,Florida,United States,2017-04-20,FDA Environmental samples and finished product collected at the firm revealed the presence of Listeria monocytogenes. The firm is recalling the products due to the potential for Listeria contamination.,Listeria,"Turkey wedge sandwich.  Prepared by Gourmet Classic Salads 240 E Bullard Ave. Lake Wales, FL 33853",76544,Class I,153595
3007515240,NuGo Nutrition HQ,Food/Cosmetics,Class I,Terminated,Product was distributed throughout the United States.  There were no international distribution.,No,Oakmont,Pennsylvania,United States,2017-04-20,Undeclared milk allergen.  Brownie Bar packaged in Crunchy Peanut Butter Bar wrapper which does not list milk as an allergen under allergen information section of the ingredient statement.,Undeclared,"NuGo Slim Crunchy Peanut Butter Protein Bar, 5g net carbs, A gluten-free, soy protein bar with overall peanut butter and chocolate taste covered in dark chocolate,
Best Buy 07/28/2017, manufactured for: NuGo Nutrition 520 second Street, Oakmont, PA 15139
INGREDIENTS: SLIM PROTEIN [NON-GMO SOY CRISP (NON-GMO SOY PROTEIN, TAPIOCA, CALCIUM CARBONATE), NON-GMO SOY PROTEIN, NON-GMO RICE PROTEIN], BITTERSWEET DARK CHOCOLATE (CHOCOLATE LIQUOR, CANE SUGAR, COCOA BUTTER, VANILLA), CHICORY ROOT, VEGETABLE GLYCERINE, PEANUTS, CHOCOLATE LIQUOR, PEANUT FLOUR, ALMONDS, PEANUT EXTRACT, RICE BRAN, NATURAL FLAVORS, MICROCRYSTALLINE CELLULOSE, AND SALT. 

ALLERGEN INFORMATION: CONTAINS PEANUTS, ALMONDS AND SOY. 
MANUFACTURED ON EQUIPMENT THAT ALSO PROCESSES PRODUCTS CONTAINING TREE NUTS, MILK AND EGG. PRODUCT IS CERTIFIED PAREVE.
",76902,Class I,154536
3004089905,Sunshine Bakery,Food/Cosmetics,Class I,Terminated,"Products were distributed to retail stores in California, Texas and Nevada.",No,Alhambra,California,United States,2017-04-20,"The products are being recalled because the labeling does not declare food allergens peanuts, coconuts, almonds and cashews on the label..",Undeclared,"Cassava Cake (Khoa Mi) in strips or cake form, individually packaged in clear wrap and Styrofoam tray, with a printed label on top.  Best by date is printed on the label. 5 oz/141 grams per unit with UPC code 015200401304",76860,Class I,154416
2527984,"Ashers Chocolates/Lewistown, Inc.",Food/Cosmetics,Class I,Terminated,AL; AR; CA	; CO; CT; DC; DE; FL; GA; IL; IN; KY; LA ; MA ; MD ME; MI; MN; MO; MT; NC; ND; NH; NJ; NM; NY; OH; OK; OR; PA ; RI ; SC; SD; TN; TX; VA; VT; WA; WI; WV; WY,No,Lewistown,Pennsylvania,United States,2017-04-19,Product has the potential to be contaminated with Salmonella.,Salmonella,"Asher's Chocolate Co, White Confectionery Coating (06655) Macadamia Paw, Net Wt. 4 lbs.,  
      

 
",75098,Class I,150063
3005002080,Dawn Food Products Inc.,Food/Cosmetics,Class I,Terminated,Nationwide,Yes,Jackson,Michigan,United States,2017-04-18,Products may contain Salmonella.  These products contain ingredients recalled by Valley Milk Products for potential Salmonella contamination.,Salmonella,"QUIK 'N CREAMY VANILLA POWDERED FILLING
Item number  00014100
25 pound bag
",75991,Class I,151893
1319319,"Landies Candies, Inc.",Food/Cosmetics,Class I,Terminated,New York region through Wegman's Stores,No,Buffalo,New York,United States,2017-04-18,Contains Undeclared Peanuts,Undeclared,"Wegmans Milk Chocolate Sucker, NET WT 3 OZ.  The product is shipped within a carton labeled with an orange label as  WEGMANS SWISS RECIPE Milk Chocolate Big Ear Bunny Sucker (3 oz 36 count case).  The individual product contains a lavender label and read Wegmans Milk Chocolate Sucker,  comes in a 3-oz., clear plastic flow wrap 6  long by 2  wide.",76657,Class I,153763
3004295182,"Pondini, inc.",Food/Cosmetics,Class I,Terminated,NJ and NY,No,Sayreville,New Jersey,United States,2017-04-18,"Pecorino Balze Volteranne raw sheeps milk cheese tested positive for Listeria monocytogenes
",Listeria,"Pecorino Balze Volteranne DOP
Societa Agricola Fattoria  Lischeto srl, 1.5 kg/wheel.",76704,Class I,153938
